phone_number,phone_perm,phone_freq
(306)310-5498,Opt-In,7
(313)407-9224,Opt-Out,7
(366)720-9977,Opt-In,45
(322)759-6242,Opt-In,21
(397)773-5859,Unkown,7
(579)576-1049,Opt-In,45
(275)597-9578,Opt-In,30
(782)719-7496,Opt-In,7
(225)562-2859,Unkown,14
(544)759-5085,Opt-Out,45
(207)614-7459,Opt-In,45
(309)779-0754,Opt-Out,21
(519)769-6004,Opt-In,45
(563)342-7811,Unkown,14
(353)414-7925,Unkown,30
(214)313-4875,Opt-In,7
(617)582-6982,Opt-In,14
(352)356-0015,Unkown,21
(235)420-6477,Opt-In,7
(208)463-4754,Unkown,30
(377)321-8451,Opt-In,21
(403)582-9611,Opt-Out,7
(413)470-7887,Opt-Out,21
(242)351-2012,Opt-Out,45
(580)349-8054,Opt-In,45
(308)317-5494,Opt-Out,7
(569)449-1348,Opt-In,7
(347)386-1757,Opt-In,7
(217)568-6105,Opt-In,45
(693)482-0172,Opt-In,30
(400)636-6893,Unkown,45
(428)509-5643,Opt-In,21
(698)634-5261,Opt-Out,30
(735)675-4406,Unkown,45
(335)580-1924,Opt-In,14
(653)699-2515,Opt-Out,45
(592)338-2927,Opt-In,30
(607)501-4835,Opt-Out,14
(270)327-8954,Unkown,30
(238)343-6931,Opt-Out,14
(794)447-2568,Unkown,14
(489)525-1829,Opt-Out,45
(253)416-6865,Opt-In,30
(569)463-4196,Opt-In,14
(768)493-1032,Opt-Out,30
(673)759-2260,Opt-Out,45
(466)516-1905,Opt-In,45
(665)737-1428,Unkown,7
(285)646-5247,Opt-In,21
(602)458-0507,Opt-Out,45
(787)681-3912,Unkown,30
(624)402-3537,Unkown,30
(317)517-5330,Unkown,14
(209)775-7831,Opt-In,21
(401)360-5912,Opt-Out,7
(683)732-2987,Opt-In,7
(761)406-1923,Opt-In,14
(701)484-1687,Opt-Out,45
(240)334-8855,Opt-In,7
(265)350-5285,Opt-In,30
(506)451-0452,Unkown,7
(630)461-9177,Opt-Out,14
(709)595-2967,Unkown,45
(569)563-1977,Opt-In,14
(586)408-9121,Opt-In,30
(579)467-5461,Opt-In,45
(291)685-1916,Opt-In,30
(781)457-7156,Opt-In,30
(563)363-9427,Opt-In,30
(551)435-5131,Opt-Out,45
(493)688-6661,Opt-Out,7
(368)485-7896,Unkown,30
(607)500-1954,Opt-Out,45
(439)321-9248,Unkown,30
(398)453-1307,Unkown,14
(372)640-0920,Opt-In,14
(715)376-6159,Opt-Out,30
(516)618-2378,Opt-In,7
(333)359-5257,Opt-In,7
(586)556-5344,Opt-Out,14
(482)561-4536,Opt-Out,30
(398)498-4375,Unkown,30
(745)422-2096,Opt-Out,7
(602)304-2326,Opt-In,45
(677)421-9676,Unkown,14
(714)647-3104,Opt-In,30
(210)432-6153,Opt-In,21
(659)629-0443,Opt-In,7
(298)353-1727,Opt-In,30
(293)341-0388,Opt-In,45
(653)710-6788,Opt-In,21
(421)789-1783,Unkown,7
(773)309-0276,Opt-In,45
(235)526-2538,Opt-In,7
(488)509-0769,Opt-Out,7
(331)356-9732,Unkown,21
(400)652-5828,Opt-In,30
(498)700-3703,Opt-In,30
(610)702-0142,Unkown,7
(542)419-0767,Opt-In,30
(609)452-3785,Opt-In,7
(697)483-5110,Opt-In,21
(646)518-1667,Opt-Out,14
(749)746-6318,Opt-In,14
(288)676-5562,Unkown,45
(650)631-0896,Opt-In,45
(433)586-7731,Opt-Out,45
(590)435-6870,Opt-In,30
(559)700-9349,Opt-In,7
(426)532-1733,Opt-In,21
(430)493-3909,Opt-In,21
(594)768-5120,Opt-In,7
(472)379-4201,Unkown,21
(713)659-5234,Opt-Out,7
(612)556-0198,Opt-Out,7
(409)564-6739,Opt-In,45
(469)763-4595,Opt-In,30
(722)654-8927,Opt-In,21
(701)557-4142,Opt-In,30
(589)376-4684,Opt-In,7
(717)507-8766,Unkown,21
(271)417-9466,Opt-Out,7
(394)775-9204,Opt-In,7
(803)462-8062,Opt-In,14
(201)680-8948,Opt-In,21
(435)577-8310,Unkown,21
(673)789-5780,Opt-Out,7
(467)478-2158,Unkown,7
(269)376-7752,Opt-In,45
(465)505-1373,Opt-In,7
(628)655-4182,Opt-Out,45
(700)390-7094,Opt-Out,7
(252)335-2228,Unkown,45
(300)472-8869,Opt-Out,45
(647)536-4102,Opt-In,14
(539)608-4770,Opt-In,7
(612)577-6694,Opt-In,7
(334)461-3916,Opt-Out,45
(553)485-4965,Unkown,14
(282)312-2367,Opt-In,21
(519)543-9123,Unkown,21
(671)371-0238,Opt-Out,21
(240)549-4571,Unkown,14
(722)748-4263,Opt-In,14
(518)680-4251,Unkown,21
(428)703-9970,Opt-Out,30
(586)505-1135,Opt-In,7
(279)370-0462,Opt-In,30
(701)769-2225,Unkown,7
(616)468-3448,Unkown,7
(384)476-5278,Opt-In,45
(660)637-2220,Unkown,45
(491)736-1287,Opt-Out,30
(535)794-8224,Opt-In,21
(422)334-4186,Opt-In,21
(409)313-2930,Opt-In,7
(690)617-0416,Unkown,7
(606)754-4768,Opt-Out,7
(271)361-8596,Unkown,21
(479)592-2509,Opt-In,7
(584)507-8574,Opt-Out,7
(228)598-6153,Unkown,14
(666)675-5307,Opt-In,45
(538)656-9434,Opt-In,7
(549)584-7984,Opt-Out,7
(510)652-5217,Opt-Out,14
(692)711-1136,Opt-In,21
(230)719-5184,Opt-In,45
(206)353-6706,Unkown,14
(446)615-6085,Unkown,14
(727)399-8940,Opt-In,30
(266)374-9303,Opt-Out,45
(502)459-6850,Opt-Out,7
(726)632-8540,Opt-In,21
(788)537-7588,Opt-Out,14
(416)764-8200,Unkown,30
(452)796-4292,Opt-In,30
(699)668-4615,Opt-Out,21
(336)359-0126,Opt-Out,45
(466)477-5746,Opt-In,45
(509)667-2600,Opt-In,30
(798)595-9333,Opt-In,30
(563)708-9705,Opt-Out,21
(236)494-6501,Opt-In,30
(262)491-9120,Opt-In,7
(282)346-9604,Opt-In,7
(717)314-8967,Unkown,45
(546)670-6290,Opt-In,21
(443)705-9185,Opt-In,45
(546)430-0304,Opt-Out,45
(252)785-6742,Opt-In,30
(608)323-3784,Opt-In,45
(234)438-0984,Opt-In,14
(348)513-7533,Opt-Out,45
(251)523-5157,Opt-Out,14
(781)581-9547,Opt-In,45
(276)704-7112,Opt-In,14
(644)487-0458,Unkown,30
(623)428-2648,Opt-In,21
(450)446-2315,Opt-In,21
(502)496-3392,Opt-In,21
(267)311-9753,Unkown,21
(642)703-4955,Opt-Out,30
(219)607-7394,Opt-In,30
(368)716-5196,Opt-Out,14
(656)316-0441,Opt-In,21
(654)672-8658,Opt-In,7
(304)446-1114,Opt-In,45
(741)571-3159,Opt-Out,14
(776)494-5072,Unkown,30
(642)670-0010,Opt-Out,21
(705)512-1056,Unkown,14
(324)338-5890,Opt-In,14
(479)593-2691,Opt-In,7
(563)305-2810,Unkown,7
(534)452-4900,Unkown,14
(621)548-6298,Opt-In,30
(366)712-8308,Opt-In,14
(297)587-6830,Opt-In,14
(308)683-6539,Opt-Out,45
(227)519-7806,Opt-Out,45
(406)790-6457,Opt-In,7
(706)689-3538,Opt-In,7
(249)517-0581,Opt-Out,7
(326)476-7598,Opt-In,30
(640)449-5769,Opt-Out,7
(757)703-1856,Opt-In,30
(673)572-6193,Opt-In,30
(567)383-0774,Opt-Out,21
(652)314-8224,Opt-In,30
(474)730-0095,Unkown,45
(716)445-5008,Opt-In,14
(678)421-5673,Opt-In,45
(387)565-9933,Opt-In,30
(489)495-5141,Opt-In,21
(242)359-6886,Unkown,14
(305)401-8606,Unkown,7
(506)406-9886,Unkown,45
(502)682-8872,Opt-In,30
(534)567-3630,Opt-Out,21
(771)467-2781,Opt-In,14
(665)506-7141,Opt-In,21
(640)491-9609,Opt-In,45
(578)655-4087,Opt-In,14
(542)591-1079,Opt-Out,21
(469)659-0182,Opt-In,14
(521)652-4673,Unkown,21
(256)471-8148,Opt-In,21
(344)314-5926,Opt-In,45
(766)399-2657,Opt-In,21
(221)593-2222,Opt-Out,45
(334)581-1476,Opt-Out,30
(529)539-2131,Opt-Out,7
(396)404-4399,Unkown,21
(533)580-0414,Opt-In,14
(738)683-1729,Unkown,45
(670)723-0639,Opt-In,7
(439)477-7318,Opt-In,30
(740)315-5102,Opt-In,30
(267)332-5606,Opt-In,14
(268)752-2563,Unkown,21
(642)535-8555,Unkown,7
(387)483-5717,Opt-In,7
(252)390-3400,Opt-Out,45
(301)651-9257,Opt-In,45
(425)607-0932,Opt-Out,30
(476)713-7109,Opt-Out,21
(512)725-9483,Opt-In,21
(246)535-7858,Unkown,7
(611)389-3906,Unkown,30
(288)334-7952,Opt-Out,21
(219)572-0047,Opt-In,21
(589)493-9649,Opt-In,45
(705)387-1613,Opt-Out,7
(273)472-1088,Unkown,21
(530)702-7207,Opt-Out,45
(207)660-8791,Opt-Out,21
(256)520-6496,Opt-In,21
(229)612-6777,Opt-Out,21
(447)537-1897,Opt-In,14
(709)628-7974,Opt-Out,7
(233)733-4009,Unkown,21
(502)334-6168,Opt-Out,14
(304)640-6813,Opt-In,21
(583)649-2772,Unkown,30
(730)589-7970,Unkown,21
(385)706-2825,Opt-In,21
(654)610-1923,Opt-Out,45
(674)726-1060,Opt-Out,21
(264)585-8102,Opt-In,45
(720)747-1531,Opt-In,45
(277)791-3893,Unkown,30
(467)611-6924,Opt-In,7
(699)737-7017,Unkown,7
(297)503-5662,Opt-In,14
(312)640-4674,Unkown,14
(350)473-6372,Unkown,7
(327)584-5026,Opt-In,45
(631)759-1915,Opt-Out,7
(538)410-6394,Unkown,7
(207)458-5528,Unkown,7
(773)788-9609,Opt-Out,45
(307)536-9846,Opt-In,21
(384)548-2186,Opt-Out,45
(551)614-8995,Opt-In,7
(493)656-1207,Opt-In,21
(668)612-8310,Opt-Out,30
(499)366-7417,Unkown,21
(206)703-0637,Unkown,45
(237)628-1121,Opt-In,14
(546)531-1334,Opt-In,7
(762)345-1652,Opt-In,14
(774)428-9983,Opt-Out,14
(439)562-6971,Opt-In,45
(773)438-4971,Opt-In,7
(382)608-2406,Opt-Out,14
(559)737-2416,Unkown,45
(704)503-8931,Opt-Out,21
(384)654-1887,Unkown,14
(228)484-2213,Opt-In,45
(763)588-4692,Unkown,30
(765)712-7163,Opt-In,30
(437)357-5675,Opt-In,45
(278)580-8100,Unkown,7
(322)687-9571,Opt-In,21
(324)474-4314,Unkown,14
(442)686-0898,Unkown,7
(793)709-1983,Opt-Out,14
(533)432-9786,Opt-In,45
(346)680-7924,Opt-In,14
(493)348-5275,Opt-In,7
(402)469-1082,Opt-In,30
(217)317-4848,Opt-In,30
(787)777-4903,Opt-In,7
(660)688-0676,Opt-In,21
(624)400-5359,Opt-In,21
(309)315-0224,Opt-In,45
(637)727-0536,Opt-In,45
(233)706-0437,Unkown,21
(720)408-6144,Opt-In,14
(270)562-0365,Opt-Out,14
(711)456-7555,Opt-In,30
(708)499-7007,Opt-In,7
(675)510-0609,Opt-In,7
(663)757-5761,Opt-In,14
(501)481-5222,Opt-In,14
(352)533-0855,Unkown,21
(477)727-0843,Opt-In,45
(619)660-1778,Opt-Out,30
(626)483-9476,Opt-In,21
(287)534-3709,Unkown,30
(257)793-6152,Opt-In,30
(550)610-2696,Opt-In,7
(734)400-0635,Opt-Out,21
(373)543-0568,Opt-In,21
(219)493-2078,Unkown,30
(648)487-9495,Opt-Out,21
(567)735-8375,Unkown,30
(298)427-0992,Opt-In,7
(687)740-2345,Unkown,21
(281)580-7230,Unkown,7
(410)421-5786,Unkown,14
(511)338-6950,Opt-In,14
(768)452-9198,Unkown,45
(551)623-9753,Unkown,14
(736)545-8084,Opt-Out,21
(800)519-8093,Unkown,14
(634)616-3284,Opt-Out,7
(284)759-9094,Opt-Out,30
(496)400-6792,Opt-In,14
(214)391-8907,Unkown,45
(601)408-8292,Opt-In,14
(412)638-3863,Unkown,21
(421)456-7952,Opt-In,30
(263)587-8493,Unkown,30
(792)464-0759,Unkown,21
(563)497-6211,Opt-Out,30
(254)445-3161,Unkown,7
(610)343-3098,Opt-Out,30
(255)662-2704,Unkown,14
(478)687-1229,Unkown,14
(787)708-3564,Opt-In,21
(236)665-0245,Opt-In,7
(436)789-2102,Opt-In,7
(559)338-7795,Opt-Out,30
(547)629-9420,Opt-Out,45
(304)699-8815,Opt-Out,45
(779)734-5139,Opt-In,14
(299)392-1758,Opt-In,30
(736)632-7110,Opt-In,30
(345)554-4805,Unkown,21
(313)573-2820,Opt-In,45
(767)669-0926,Opt-Out,30
(540)554-6668,Opt-In,21
(690)494-8274,Unkown,45
(435)342-6232,Unkown,45
(439)779-3614,Opt-Out,7
(433)494-3243,Opt-In,14
(527)705-9366,Unkown,45
(307)763-3962,Opt-Out,14
(313)579-7101,Opt-In,7
(604)706-7753,Unkown,21
(788)307-5331,Opt-In,14
(672)484-4989,Opt-In,45
(345)775-1421,Opt-In,7
(789)484-9866,Unkown,45
(659)317-8028,Opt-In,7
(443)331-1215,Opt-In,21
(498)543-8678,Unkown,14
(708)603-5774,Unkown,21
(257)557-5655,Opt-Out,7
(632)320-7012,Opt-In,45
(393)320-7624,Opt-Out,45
(252)358-1422,Opt-In,45
(789)782-2892,Opt-In,14
(571)685-8041,Opt-In,45
(785)682-0074,Opt-In,14
(338)725-1096,Opt-In,30
(203)629-5209,Unkown,45
(541)662-9701,Unkown,14
(576)534-3233,Unkown,21
(612)637-5237,Opt-In,30
(436)734-1863,Opt-In,30
(761)746-9645,Opt-In,21
(374)650-0839,Opt-In,7
(435)698-3297,Opt-Out,14
(772)728-6561,Opt-In,30
(597)575-2215,Unkown,7
(661)781-5290,Opt-Out,21
(682)434-6719,Unkown,45
(281)321-8984,Unkown,14
(399)364-3480,Opt-In,14
(471)601-9476,Opt-In,45
(233)637-8740,Unkown,30
(745)408-8177,Unkown,14
(520)413-3608,Opt-In,21
(300)542-9631,Opt-In,45
(556)439-4022,Unkown,30
(632)628-6541,Opt-In,21
(571)713-6950,Opt-In,7
(300)401-8376,Opt-Out,14
(296)684-9696,Opt-In,7
(716)521-0133,Opt-In,7
(400)582-8883,Unkown,14
(304)389-5425,Opt-In,30
(586)426-6539,Opt-Out,30
(628)359-0211,Opt-In,45
(326)506-0093,Opt-In,30
(750)774-4548,Opt-In,21
(365)536-6852,Opt-In,7
(525)365-9392,Opt-Out,21
(524)382-1036,Opt-In,21
(771)640-4218,Opt-In,7
(670)495-7562,Unkown,14
(791)564-7929,Opt-In,7
(209)643-6899,Opt-Out,45
(387)509-0228,Opt-In,14
(272)515-9000,Opt-In,21
(652)687-6966,Opt-In,21
(434)682-5969,Unkown,14
(416)432-6268,Opt-Out,7
(436)570-8105,Opt-Out,21
(475)349-0684,Opt-Out,45
(538)316-9380,Opt-In,21
(548)462-4219,Unkown,7
(596)718-8689,Unkown,30
(640)784-7834,Opt-Out,30
(296)602-0989,Unkown,14
(477)567-2149,Opt-In,21
(289)671-3976,Opt-In,14
(765)560-4267,Opt-In,30
(286)542-7414,Opt-In,7
(294)688-5595,Opt-Out,45
(364)317-5694,Unkown,30
(205)611-1805,Opt-Out,30
(802)406-5104,Opt-Out,7
(207)589-2637,Opt-In,21
(494)709-3618,Opt-Out,14
(384)710-0460,Opt-Out,21
(777)752-8236,Opt-Out,7
(538)585-8225,Opt-In,14
(739)557-3849,Opt-Out,45
(233)495-5996,Unkown,45
(225)591-3449,Opt-Out,45
(289)662-8921,Opt-Out,21
(334)516-8544,Opt-Out,21
(688)721-9832,Opt-In,21
(626)668-1867,Unkown,21
(753)706-9631,Unkown,30
(356)541-3592,Opt-Out,30
(304)412-1909,Unkown,30
(796)671-4489,Opt-In,30
(555)620-4617,Opt-In,30
(673)629-1278,Unkown,45
(639)594-9203,Opt-Out,45
(789)377-4969,Unkown,21
(323)338-5586,Opt-Out,30
(320)455-1660,Opt-In,7
(263)542-5800,Opt-Out,30
(467)544-8748,Unkown,7
(803)457-3740,Opt-In,30
(755)314-7639,Opt-In,14
(615)348-1608,Opt-In,30
(652)505-2039,Opt-Out,45
(227)746-2160,Opt-Out,45
(461)772-9706,Opt-In,14
(462)755-7616,Opt-In,30
(322)458-6126,Opt-In,30
(626)612-9793,Opt-Out,7
(275)547-5873,Opt-Out,14
(439)488-2276,Opt-In,21
(201)528-0091,Opt-Out,45
(567)657-4156,Opt-In,45
(744)792-8851,Opt-In,7
(763)337-3347,Opt-In,45
(501)339-3405,Opt-Out,7
(706)498-5327,Opt-Out,14
(319)619-5343,Opt-In,7
(288)703-1138,Opt-Out,45
(728)464-0438,Opt-In,14
(282)430-3791,Opt-In,30
(377)399-2485,Opt-In,7
(234)746-8053,Unkown,21
(468)654-2347,Opt-In,45
(362)315-4359,Opt-In,7
(788)558-2565,Unkown,30
(791)569-1178,Opt-In,14
(659)703-5884,Opt-In,21
(610)620-0536,Opt-Out,7
(759)769-3472,Unkown,14
(498)616-7771,Opt-In,7
(455)465-3234,Opt-Out,45
(319)363-7887,Unkown,45
(738)323-1461,Opt-Out,21
(452)512-2580,Unkown,45
(779)430-5860,Unkown,21
(570)458-5130,Unkown,21
(344)722-9093,Unkown,45
(655)616-1738,Opt-In,7
(321)709-2088,Unkown,45
(461)433-1979,Unkown,21
(797)449-9903,Opt-Out,7
(427)667-0224,Opt-In,21
(281)312-0888,Opt-Out,45
(455)582-7188,Opt-In,14
(488)656-7851,Unkown,14
(581)638-4022,Unkown,21
(408)373-9160,Opt-In,7
(504)642-0488,Opt-In,7
(583)634-3895,Opt-In,7
(797)403-3112,Opt-In,45
(629)555-9572,Opt-In,14
(636)355-0910,Opt-In,7
(647)749-6462,Unkown,21
(447)619-7612,Unkown,45
(215)665-3503,Opt-In,14
(730)744-1608,Opt-In,21
(551)488-0843,Unkown,45
(203)601-1337,Opt-In,30
(309)671-9730,Opt-In,14
(612)393-8849,Opt-In,14
(482)513-9027,Opt-Out,30
(696)642-0542,Unkown,14
(692)411-2742,Opt-In,14
(479)384-9356,Opt-Out,14
(421)544-6616,Opt-In,7
(363)675-8842,Opt-In,21
(777)592-4471,Opt-Out,21
(591)534-2068,Opt-In,45
(717)737-3495,Opt-Out,45
(738)771-4049,Opt-Out,21
(293)776-8177,Opt-In,21
(542)636-5821,Unkown,45
(352)737-7684,Opt-In,14
(389)567-4340,Unkown,30
(634)397-1530,Opt-In,21
(625)336-1542,Opt-In,21
(718)704-3867,Opt-In,45
(397)759-7057,Opt-Out,30
(418)466-9811,Unkown,7
(597)487-0834,Unkown,7
(685)413-6085,Opt-Out,14
(390)599-5355,Opt-In,7
(669)759-2041,Unkown,30
(575)491-5036,Opt-Out,21
(776)499-4096,Unkown,45
(357)629-4394,Opt-In,30
(442)718-4142,Unkown,14
(479)322-8992,Opt-In,21
(312)702-1617,Opt-Out,14
(388)400-1977,Unkown,14
(673)489-2150,Opt-In,21
(796)375-4235,Opt-In,45
(281)516-1184,Unkown,14
(392)428-7240,Opt-In,21
(266)575-9888,Opt-In,45
(774)633-7150,Opt-Out,14
(663)665-2519,Unkown,30
(665)482-2013,Opt-In,14
(734)422-0922,Opt-Out,7
(225)384-9350,Opt-In,30
(563)576-8438,Opt-In,7
(557)512-6808,Opt-In,45
(218)717-4073,Opt-In,7
(206)473-2862,Opt-In,21
(704)664-0875,Opt-In,45
(541)567-9912,Unkown,21
(368)655-0409,Opt-Out,7
(271)698-3773,Opt-Out,7
(320)736-1671,Opt-In,7
(423)649-3542,Unkown,21
(528)512-0361,Unkown,45
(587)755-2963,Opt-Out,45
(512)488-3061,Opt-In,30
(312)638-9948,Opt-Out,45
(522)574-1867,Opt-In,14
(555)680-0935,Opt-In,21
(481)685-5576,Unkown,30
(620)660-0661,Unkown,45
(284)547-5645,Unkown,14
(630)701-9946,Opt-Out,30
(316)674-9882,Opt-In,21
(257)384-9431,Unkown,21
(707)740-5393,Opt-In,14
(624)417-4371,Opt-In,7
(790)667-3528,Unkown,14
(488)607-7324,Opt-Out,30
(641)698-9178,Opt-In,30
(763)770-9761,Unkown,14
(676)611-4357,Unkown,14
(571)748-5908,Opt-Out,45
(430)623-5661,Opt-In,21
(588)680-7178,Unkown,7
(283)321-0977,Opt-Out,21
(664)441-4402,Opt-Out,21
(399)721-9724,Opt-In,14
(464)537-2870,Unkown,45
(545)361-9051,Unkown,45
(675)350-8305,Opt-In,7
(594)666-4013,Opt-In,45
(470)374-2198,Opt-In,21
(351)459-5241,Opt-Out,21
(330)435-9944,Unkown,45
(770)317-2357,Unkown,30
(433)556-1670,Opt-In,45
(320)495-0231,Opt-In,45
(788)478-2347,Opt-In,45
(428)454-5542,Opt-In,14
(757)715-8524,Opt-In,30
(379)348-5032,Unkown,14
(543)559-3989,Opt-Out,7
(638)734-3829,Opt-In,14
(644)618-4228,Opt-Out,7
(448)700-6191,Opt-In,7
(645)380-1780,Opt-In,45
(741)365-2405,Opt-In,7
(563)724-0886,Opt-In,14
(271)461-7798,Unkown,21
(716)606-0870,Opt-In,14
(642)612-5518,Opt-In,30
(396)436-9461,Opt-In,14
(656)564-4234,Opt-In,30
(339)684-1923,Opt-In,21
(721)756-1031,Opt-In,21
(780)551-4451,Opt-In,21
(548)382-5100,Opt-Out,14
(411)559-0554,Unkown,21
(489)550-3806,Opt-Out,30
(497)616-9502,Opt-In,7
(399)430-6099,Opt-In,30
(270)462-9797,Opt-In,14
(720)495-1762,Unkown,14
(621)566-8049,Unkown,30
(776)438-6880,Opt-In,7
(657)712-7440,Unkown,30
(698)417-5377,Unkown,7
(271)413-3532,Unkown,21
(215)336-2572,Opt-In,14
(603)643-6426,Opt-In,7
(734)731-6598,Opt-Out,30
(596)397-2961,Opt-In,30
(571)554-9988,Opt-Out,14
(638)499-1774,Unkown,45
(271)583-7252,Opt-In,14
(590)713-9880,Unkown,14
(385)520-1963,Opt-In,21
(228)328-9854,Opt-In,14
(446)786-2671,Opt-In,7
(273)549-7907,Opt-In,7
(502)756-5948,Unkown,45
(717)503-3498,Opt-Out,7
(759)715-5477,Opt-In,45
(694)631-7812,Unkown,30
(264)619-7864,Opt-Out,7
(765)707-2114,Opt-In,30
(589)730-6167,Opt-In,30
(311)469-1965,Unkown,7
(295)742-1856,Opt-Out,45
(283)493-5061,Unkown,7
(379)685-3673,Unkown,21
(291)749-5592,Opt-In,14
(372)744-1346,Opt-Out,14
(434)741-3337,Opt-In,21
(639)763-7533,Opt-In,30
(290)372-6942,Opt-In,7
(382)451-0544,Unkown,30
(761)458-8562,Opt-In,21
(524)554-5123,Opt-Out,45
(657)445-8903,Unkown,45
(320)692-4838,Opt-In,7
(509)568-0138,Opt-In,45
(238)677-5512,Opt-Out,21
(524)731-3152,Unkown,45
(482)376-4776,Opt-Out,45
(441)324-3186,Unkown,45
(740)672-6639,Opt-In,7
(424)467-9533,Opt-Out,45
(555)699-7853,Opt-In,45
(603)577-4968,Unkown,21
(427)736-2048,Opt-In,21
(794)485-5382,Opt-Out,14
(584)625-3425,Opt-In,45
(567)742-3516,Opt-Out,14
(666)617-7717,Unkown,7
(608)688-0555,Opt-In,7
(272)453-9493,Unkown,30
(662)312-4160,Unkown,45
(559)519-8254,Unkown,30
(742)648-8447,Opt-Out,45
(230)520-0788,Opt-In,30
(233)797-7627,Opt-Out,45
(675)469-5303,Opt-Out,30
(361)648-2828,Opt-Out,30
(549)698-4802,Opt-Out,21
(356)327-2008,Opt-In,7
(447)632-3533,Opt-In,7
(250)397-8894,Unkown,21
(685)447-8955,Opt-Out,21
(513)565-9408,Opt-Out,7
(225)636-5424,Unkown,7
(394)396-0394,Opt-In,7
(442)506-0734,Opt-Out,14
(575)442-7724,Opt-Out,7
(234)508-7588,Unkown,14
(544)316-6722,Opt-In,21
(254)750-8998,Opt-Out,14
(451)688-7508,Opt-Out,21
(444)306-7421,Unkown,30
(799)644-5181,Unkown,30
(521)684-8041,Unkown,30
(204)564-7860,Opt-In,45
(700)733-3903,Unkown,14
(215)743-7544,Opt-Out,30
(319)462-2759,Opt-In,7
(520)592-8328,Unkown,30
(676)455-1433,Unkown,21
(619)426-6926,Opt-Out,30
(530)737-7131,Opt-Out,7
(766)483-0958,Unkown,30
(769)531-8575,Opt-In,30
(204)587-4326,Opt-In,45
(425)428-2238,Opt-In,21
(535)560-4822,Opt-In,21
(399)706-1823,Opt-In,30
(224)754-8014,Opt-In,30
(585)320-3044,Opt-In,21
(245)545-8493,Opt-In,21
(464)739-6642,Opt-In,14
(698)491-0810,Unkown,14
(406)561-0824,Unkown,45
(211)495-1323,Unkown,45
(607)463-7246,Opt-In,14
(408)718-2385,Unkown,45
(641)671-6673,Opt-Out,14
(745)363-3538,Opt-In,30
(559)588-3729,Unkown,21
(760)705-9749,Opt-Out,14
(662)378-3136,Opt-Out,21
(803)786-3854,Opt-Out,7
(775)457-6354,Unkown,45
(553)605-2259,Opt-In,30
(527)403-6505,Opt-Out,7
(675)399-6448,Unkown,21
(551)370-9534,Opt-In,14
(298)675-9995,Unkown,14
(388)714-4415,Opt-Out,30
(222)778-5653,Opt-In,45
(447)534-6355,Opt-In,21
(331)412-3477,Opt-Out,45
(331)455-2443,Opt-Out,30
(441)798-1599,Unkown,45
(549)689-0284,Opt-In,45
(369)494-8332,Opt-Out,14
(251)625-6176,Unkown,7
(741)596-9335,Opt-In,45
(733)602-1575,Opt-In,30
(403)582-5596,Opt-In,45
(205)758-5818,Opt-In,14
(771)620-5625,Unkown,7
(458)386-7281,Opt-In,45
(423)558-1687,Opt-In,14
(644)600-6376,Opt-Out,30
(378)761-4249,Unkown,30
(234)489-7349,Opt-In,45
(210)344-2564,Opt-Out,21
(518)539-2618,Opt-In,7
(377)418-6283,Unkown,21
(790)683-7684,Opt-In,30
(250)647-2816,Opt-In,7
(700)437-4549,Opt-Out,45
(729)718-4355,Opt-In,21
(256)372-2713,Unkown,45
(362)537-8393,Opt-Out,14
(646)773-5791,Opt-Out,7
(201)729-9178,Opt-In,14
(575)382-6961,Opt-Out,30
(413)644-5835,Opt-In,30
(355)495-7787,Unkown,14
(659)317-8405,Opt-Out,21
(748)704-1472,Unkown,45
(240)721-2827,Opt-Out,7
(376)522-4411,Unkown,30
(522)735-8521,Opt-In,14
(404)647-4032,Opt-In,30
(263)454-2576,Unkown,30
(280)377-4699,Opt-Out,30
(344)464-5554,Opt-In,30
(479)388-5871,Unkown,45
(277)762-7194,Unkown,21
(635)303-6847,Opt-In,14
(365)413-4867,Opt-Out,7
(329)345-0840,Opt-In,45
(282)403-1205,Opt-Out,14
(634)592-1902,Opt-Out,45
(413)668-5679,Opt-In,7
(421)535-0464,Unkown,7
(386)416-0362,Opt-Out,7
(469)597-9267,Opt-In,45
(240)361-5531,Opt-In,45
(697)341-9213,Opt-In,7
(524)757-3048,Opt-In,21
(489)376-9025,Unkown,21
(254)679-6118,Unkown,21
(605)508-5763,Unkown,45
(308)372-5836,Unkown,21
(477)537-9194,Opt-In,45
(626)675-6802,Unkown,30
(439)514-9389,Opt-Out,21
(709)376-4760,Opt-In,45
(316)625-1271,Opt-Out,21
(408)481-2444,Unkown,14
(651)567-5461,Unkown,14
(797)699-4035,Opt-In,30
(657)758-8018,Opt-In,30
(692)691-1599,Unkown,30
(595)454-7017,Opt-Out,14
(521)369-4800,Opt-In,21
(755)460-9348,Opt-In,14
(767)329-7991,Opt-In,45
(667)583-6938,Opt-Out,45
(420)704-3589,Opt-Out,21
(402)588-5778,Unkown,7
(668)562-9941,Unkown,7
(219)445-3233,Opt-In,21
(447)565-6454,Unkown,45
(676)759-9543,Opt-Out,30
(236)427-5567,Opt-Out,45
(789)628-8695,Opt-Out,30
(769)484-8980,Opt-In,14
(540)368-5311,Opt-In,45
(485)665-5507,Opt-In,30
(241)680-3818,Opt-In,21
(581)503-1814,Opt-In,30
(577)688-9400,Opt-Out,21
